satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,cluster
0.76,0.92,4,246,5,0,1,0,7,1,0
0.74,1.0,5,275,5,0,1,0,7,1,0
0.92,0.93,5,240,5,0,1,0,7,1,0
0.76,0.87,5,245,5,0,1,0,7,1,0
0.47,0.5,4,254,4,0,1,0,7,1,0
0.73,0.99,5,241,5,0,1,0,7,1,0
0.91,0.92,4,246,5,0,1,0,7,1,0
0.82,0.98,4,233,5,0,1,0,7,1,0
0.45,0.46,2,130,3,0,1,0,9,1,0
0.41,0.52,2,127,3,1,1,0,8,1,0
0.89,0.65,5,195,6,0,1,0,8,1,0
0.41,0.57,2,160,3,0,1,0,8,1,0
0.44,0.51,2,150,3,0,1,0,8,1,0
0.87,0.84,4,264,6,0,1,0,8,1,0
0.41,0.47,2,135,3,0,1,0,8,1,0
0.43,0.53,2,160,3,0,1,0,8,1,0
0.77,0.9,4,237,5,0,1,0,8,1,0
0.41,0.52,2,136,3,0,1,0,9,1,0
0.41,0.48,2,139,3,0,1,0,9,1,0
0.36,0.78,2,151,4,0,1,0,9,1,0
0.77,1.0,5,229,5,0,1,0,4,1,0
0.81,0.98,5,245,5,0,1,0,0,1,0
0.39,0.54,2,127,3,0,1,0,0,1,0
0.44,0.46,2,143,3,0,1,0,0,1,0
0.36,0.48,2,159,3,0,1,0,6,1,0
0.81,0.92,5,239,5,0,1,0,6,1,0
0.8,0.85,4,273,5,0,1,0,4,1,0
0.9,0.92,5,245,5,0,1,0,7,1,0
0.41,0.52,2,159,3,0,1,0,7,1,0
0.44,0.53,2,149,3,0,1,0,7,1,0
0.89,0.85,5,266,5,0,1,0,7,1,0
0.42,0.56,2,149,3,0,1,0,7,1,0
0.87,1.0,5,242,5,0,1,0,7,1,0
0.45,0.57,2,134,3,0,1,0,7,1,0
0.76,0.83,5,227,5,0,1,0,7,1,0
0.37,0.49,2,151,3,0,1,0,7,1,0
0.77,0.87,4,242,6,0,1,0,7,1,0
0.42,0.54,2,143,3,1,1,0,7,1,0
0.38,0.52,2,145,3,0,1,0,7,1,0
0.38,0.49,2,135,3,0,1,0,2,1,0
0.39,0.54,2,158,3,0,1,0,8,1,0
0.38,0.55,2,158,3,0,1,0,8,1,0
0.37,0.57,2,155,3,0,1,0,8,1,0
0.44,0.48,2,146,3,0,1,0,8,1,0
0.53,0.85,2,164,5,0,1,0,8,1,0
0.83,0.96,5,275,5,0,1,0,8,1,0
0.88,1.0,5,219,6,1,1,0,9,1,0
0.44,0.54,2,151,3,0,1,0,4,1,0
0.39,0.51,2,129,3,0,1,0,0,1,0
0.87,0.94,4,274,5,0,1,0,0,1,0
0.74,0.99,4,233,5,0,1,0,0,1,0
0.74,0.82,4,239,6,0,1,0,0,1,0
0.75,0.99,5,221,5,0,1,0,6,1,0
0.41,0.56,2,150,3,0,1,0,6,1,0
0.41,0.45,2,144,3,1,1,0,6,1,0
0.81,0.87,4,254,5,0,1,0,5,1,0
0.37,0.47,2,149,3,0,1,0,7,1,0
0.37,0.5,2,141,3,0,1,0,7,1,0
0.85,0.82,4,270,5,0,1,0,7,1,0
0.41,0.47,2,138,3,0,1,0,7,1,0
0.75,0.99,5,254,5,0,1,0,7,1,0
0.82,0.85,5,248,5,0,1,0,7,1,0
0.79,1.0,5,257,6,0,1,0,7,1,0
0.43,0.53,2,150,3,0,1,0,7,1,0
0.46,0.48,2,141,3,1,1,0,7,1,0
0.43,0.57,2,157,3,0,1,0,7,1,0
0.43,0.55,2,136,3,0,1,0,7,1,0
0.37,0.53,2,131,3,0,1,0,7,1,0
0.4,0.57,2,160,3,0,1,0,2,1,0
0.41,0.53,2,157,3,0,1,0,2,1,0
0.79,0.58,3,294,4,0,1,0,3,1,0
0.44,0.51,2,145,3,0,1,0,8,1,0
0.4,0.51,2,139,3,0,1,0,8,1,0
0.46,0.57,2,152,3,0,1,0,8,1,0
0.8,0.83,2,211,3,0,1,0,8,1,0
0.87,0.9,5,258,5,0,1,0,8,1,0
0.39,0.54,2,155,3,0,1,0,8,1,0
0.38,0.55,2,148,3,0,1,0,8,1,0
0.66,0.67,2,255,3,0,1,0,9,1,0
0.37,0.54,2,132,3,0,1,0,9,1,0
0.86,0.84,5,222,5,0,1,0,0,1,0
0.37,0.46,2,157,3,0,1,0,0,1,0
0.77,0.98,5,259,6,0,1,0,6,1,0
0.84,0.94,5,222,6,0,1,0,6,1,0
0.83,0.9,5,245,5,0,1,0,6,1,0
0.86,0.92,5,252,5,0,1,0,1,1,0
0.43,0.51,2,141,3,0,1,0,7,1,0
0.38,0.5,2,140,3,0,1,0,7,1,0
0.78,0.98,5,263,6,0,1,0,7,1,0
0.44,0.49,2,145,3,0,1,0,7,1,0
0.41,0.46,2,156,3,1,1,0,7,1,0
0.72,0.85,5,244,6,0,1,0,7,1,0
0.46,0.54,2,144,3,0,1,0,7,1,0
0.38,0.56,2,154,3,0,1,0,7,1,0
0.82,0.92,5,225,5,0,1,0,7,1,0
0.39,0.57,2,127,3,0,1,0,7,1,0
0.44,0.53,2,140,3,0,1,0,7,1,0
0.43,0.52,2,147,3,0,1,0,7,1,0
0.84,0.83,4,227,5,0,1,0,2,1,0
0.43,0.48,2,153,3,0,1,0,2,1,0
0.37,0.52,2,128,3,0,1,0,2,1,0
0.74,0.97,4,228,5,0,1,0,3,1,0
0.73,0.97,5,235,5,0,1,0,3,1,0
0.37,0.47,2,148,3,0,1,0,3,1,0
0.58,0.62,4,238,3,0,1,0,3,1,0
0.38,0.53,2,146,3,0,1,0,8,1,0
0.75,0.85,5,267,5,0,1,0,8,1,0
0.91,0.97,4,274,6,0,1,0,9,1,0
0.72,0.6,3,153,5,0,1,0,9,1,0
0.46,0.57,2,154,3,0,1,0,0,1,0
0.37,0.46,2,149,3,0,1,0,0,1,0
0.46,0.5,2,157,3,0,1,0,0,1,0
0.43,0.57,2,127,3,0,1,0,0,1,0
0.73,0.89,5,236,6,0,1,0,6,1,0
0.43,0.47,2,158,3,0,1,0,6,1,0
0.86,1.0,5,229,5,0,1,0,6,1,0
0.4,0.49,2,128,3,0,1,0,7,1,0
0.86,0.98,3,158,5,0,1,0,7,1,0
0.45,0.5,2,147,3,0,1,0,7,1,0
0.44,0.53,2,159,3,0,1,0,7,1,0
0.74,0.54,5,216,3,0,1,0,7,1,0
0.45,0.54,2,152,3,0,1,0,7,1,0
0.79,0.93,4,226,5,0,1,0,7,1,0
0.79,0.91,5,271,5,0,1,0,7,1,0
0.42,0.48,2,140,3,0,1,0,7,1,0
0.64,0.9,6,252,2,0,1,0,7,1,0
0.4,0.55,2,159,3,0,1,0,7,1,0
0.84,0.98,5,270,5,0,1,0,7,1,0
0.73,0.92,5,232,5,0,1,0,7,1,0
0.4,0.51,2,144,3,0,1,0,2,1,0
0.36,0.45,2,127,3,0,1,0,2,1,0
0.43,0.47,2,131,3,0,1,0,2,1,0
0.91,1.0,5,244,6,0,1,0,3,1,0
0.8,1.0,5,260,5,0,1,0,3,1,0
0.42,0.49,2,139,3,0,1,0,3,1,0
0.44,0.47,2,130,3,0,1,0,9,1,0
0.81,0.91,4,229,5,0,1,0,8,1,0
0.44,0.49,2,154,3,0,1,0,8,1,0
0.39,0.52,2,134,3,0,1,0,9,1,0
0.36,0.5,2,132,3,0,1,0,4,1,0
0.43,0.51,2,130,3,0,1,0,0,1,0
0.4,0.5,2,127,3,0,1,0,0,1,0
0.86,0.84,4,246,6,0,1,0,0,1,0
0.38,0.49,2,145,3,0,1,0,0,1,0
0.46,0.45,2,138,3,0,1,1,0,1,0
0.37,0.57,2,129,3,0,1,0,6,1,0
0.43,0.52,2,150,3,0,1,0,6,1,0
0.66,0.93,5,253,5,0,1,0,6,1,0
0.37,0.48,2,160,3,0,1,0,6,1,0
0.77,0.92,5,235,5,0,1,0,0,1,0
0.38,0.55,2,151,3,0,1,0,7,1,0
0.39,0.54,2,127,3,0,1,0,7,1,0
0.41,0.55,2,151,3,0,1,0,7,1,0
0.39,0.57,2,158,3,0,1,0,7,1,0
0.44,0.65,3,271,4,0,1,0,7,1,0
0.91,0.96,4,232,5,0,1,0,7,1,0
0.72,1.0,4,245,5,0,1,0,7,1,0
0.36,0.46,2,132,3,0,1,0,7,1,0
0.44,0.57,2,131,3,0,1,0,7,1,0
0.85,0.99,5,248,5,0,1,0,7,1,0
0.78,0.93,5,225,5,0,1,0,7,1,0
0.39,0.46,2,156,3,0,1,0,7,1,0
0.78,0.81,3,222,2,0,1,0,7,1,0
0.9,0.83,5,259,5,0,1,0,2,1,0
0.91,0.89,4,247,5,0,1,0,3,1,0
0.43,0.54,2,150,3,0,1,0,3,1,0
0.45,0.49,2,151,3,0,1,0,3,1,0
0.43,0.5,2,161,3,0,1,0,9,1,0
0.91,0.97,4,251,6,0,1,0,9,1,0
0.45,0.51,2,138,3,0,1,0,9,1,0
0.74,0.93,5,244,5,0,1,0,9,1,0
0.41,0.5,2,128,3,0,1,0,4,1,0
0.44,0.53,2,154,3,0,1,0,0,1,0
0.37,0.56,2,138,3,0,1,0,0,1,0
0.7,0.74,6,136,3,0,1,0,0,1,0
0.59,1.0,2,160,5,0,1,0,6,1,0
0.38,0.53,2,138,3,0,1,0,6,1,0
0.72,0.95,4,220,5,0,1,0,6,1,0
0.73,1.0,5,274,5,0,1,0,6,1,0
0.39,0.48,2,161,3,0,1,0,0,1,0
0.89,0.82,5,224,6,0,1,0,1,1,0
0.89,1.0,4,260,5,0,1,0,1,1,0
0.43,0.56,2,133,3,0,1,0,1,1,0
0.81,0.9,5,238,6,0,1,0,5,1,0
0.37,0.53,2,126,3,0,1,0,7,1,0
0.45,0.52,2,160,3,0,1,0,7,1,0
0.74,1.0,4,253,5,0,1,0,7,1,0
0.79,1.0,4,218,5,0,1,0,7,1,0
0.43,0.48,2,144,3,0,1,0,7,1,0
0.41,0.47,2,154,3,0,1,0,7,1,0
0.39,0.55,2,146,3,0,1,0,7,1,0
0.82,0.85,5,218,5,0,1,0,7,1,0
0.41,0.46,2,128,3,0,1,0,2,1,0
0.42,0.56,2,128,3,0,1,0,2,1,0
0.74,0.88,4,248,6,0,1,0,2,1,0
0.38,0.57,2,152,3,1,1,0,3,1,0
0.39,0.56,2,126,3,0,1,0,3,1,0
0.87,0.94,4,260,5,0,1,0,3,1,0
0.78,1.0,5,220,5,0,1,0,9,1,0
0.91,0.94,5,257,5,0,1,0,9,1,0
0.38,0.47,2,143,3,0,1,0,9,1,0
0.74,0.99,4,276,5,0,1,0,8,1,0
0.3,0.56,3,309,4,1,1,0,9,1,0
0.84,0.83,5,238,5,0,1,0,0,1,0
0.78,0.94,5,271,6,0,1,0,0,1,0
0.43,0.53,2,145,3,0,1,0,0,1,0
0.36,0.55,2,152,3,0,1,0,0,1,0
0.43,0.47,2,128,3,0,1,0,0,1,0
0.45,0.46,2,142,3,0,1,0,6,1,0
0.76,0.93,5,238,5,0,1,0,6,1,0
0.92,1.0,5,259,5,0,1,0,0,1,0
0.92,0.9,5,248,5,0,1,0,7,1,0
0.79,0.98,4,271,5,0,1,0,7,1,0
0.43,0.51,2,140,3,0,1,0,7,1,0
0.8,0.95,4,274,5,0,1,0,7,1,0
0.44,0.49,2,127,3,1,1,0,7,1,0
0.89,0.87,5,275,6,0,1,0,5,1,0
0.48,0.88,3,239,3,0,1,0,7,1,0
0.38,0.55,2,145,3,0,1,0,8,1,0
0.9,0.92,5,154,4,0,1,0,7,1,0
0.39,0.47,2,135,3,0,1,0,7,1,0
0.92,0.92,4,245,5,0,1,0,7,1,0
0.43,0.56,2,136,3,0,1,0,7,1,0
0.81,1.0,5,235,5,0,1,0,2,1,0
0.87,1.0,5,274,5,0,1,0,3,1,0
0.37,0.46,2,131,3,0,1,0,3,1,0
0.39,0.56,2,135,3,0,1,0,3,1,0
0.61,0.86,4,196,4,0,1,0,3,1,0
0.36,0.52,2,157,3,0,1,0,9,1,0
0.41,0.71,4,301,5,0,1,0,9,1,0
0.4,0.46,2,131,3,0,1,0,9,1,0
0.46,0.53,2,143,3,1,1,0,9,1,0
0.38,0.46,2,147,3,0,1,0,8,1,0
0.36,0.54,2,136,3,0,1,0,0,1,0
0.92,0.94,5,307,5,0,1,0,0,1,0
0.39,0.56,2,156,3,0,1,0,0,1,0
0.45,0.45,2,140,3,0,1,0,6,1,0
0.44,0.55,2,130,3,1,1,0,6,1,0
0.85,0.97,4,266,6,0,1,0,6,1,0
0.43,0.52,2,139,3,0,1,0,6,1,0
0.75,0.86,5,260,5,0,1,0,0,1,0
0.11,0.55,2,137,3,1,1,0,1,1,0
0.36,0.5,2,158,3,0,1,0,1,1,0
0.74,0.89,5,259,5,0,1,0,1,1,0
0.4,0.46,2,144,3,0,1,0,1,1,0
0.76,0.91,4,219,5,0,1,0,7,1,0
0.45,0.57,2,151,3,0,1,0,2,1,0
0.84,0.88,4,269,5,0,1,0,8,1,0
0.38,0.45,2,127,3,0,1,0,9,1,0
0.38,0.46,2,144,3,0,1,0,4,1,0
0.75,0.88,4,239,5,0,1,0,7,1,0
0.44,0.53,2,156,3,0,1,0,7,1,0
0.39,0.48,2,138,3,0,1,0,7,1,0
0.4,0.55,2,155,3,0,1,0,7,1,0
0.92,0.87,4,229,6,0,1,0,7,1,0
0.36,0.47,2,136,3,0,1,0,2,1,0
0.86,0.95,4,241,5,0,1,0,2,1,0
0.74,0.87,5,258,5,0,1,0,2,1,0
0.8,0.95,3,146,5,0,1,0,3,1,0
0.36,0.48,2,145,3,0,1,0,3,1,0
0.42,0.57,2,159,3,0,1,0,3,1,0
0.42,0.47,2,129,3,0,1,0,3,1,0
0.4,0.45,2,142,3,0,1,0,9,1,0
0.46,0.53,2,129,3,0,1,0,9,1,0
0.88,0.89,4,275,5,0,1,0,9,1,0
0.84,0.88,5,237,5,0,1,0,9,1,0
0.42,0.56,2,158,3,0,1,0,9,1,0
0.44,0.5,2,132,3,0,1,0,9,1,0
0.45,0.56,2,143,3,0,1,0,6,1,0
0.4,0.51,2,136,3,0,1,0,6,1,0
0.7,0.93,2,310,3,0,1,0,6,1,0
0.36,0.48,2,152,3,0,1,0,0,1,0
0.87,0.83,5,267,5,0,1,0,1,1,0
0.47,0.81,4,133,3,0,1,0,1,1,0
0.43,0.52,2,142,3,0,1,0,1,1,0
0.43,0.47,2,129,3,0,1,0,5,1,0
0.45,0.57,2,136,3,0,1,0,7,1,0
0.74,1.0,5,223,5,0,1,0,2,1,0
0.78,0.87,5,243,5,0,1,0,9,1,0
0.9,0.95,5,275,3,0,1,0,4,1,0
0.45,0.54,2,154,3,0,1,0,5,1,0
0.73,0.92,4,273,5,0,1,0,7,1,0
0.73,1.0,5,230,5,0,1,0,7,1,0
0.89,0.91,5,260,5,0,1,0,7,1,0
0.37,0.46,2,129,3,0,1,0,2,1,0
0.38,0.48,2,134,3,0,1,0,3,1,0
0.42,0.48,2,132,3,0,1,0,3,1,0
0.44,0.46,2,153,3,0,1,0,3,1,0
0.43,0.47,2,130,3,0,1,0,9,1,0
0.38,0.52,2,156,3,0,1,0,9,1,0
0.37,0.49,2,130,3,0,1,0,9,1,0
0.44,0.57,2,139,3,0,1,0,9,1,0
0.72,0.82,5,269,5,0,1,0,9,1,0
0.73,0.86,5,249,5,0,1,0,9,1,0
0.44,0.46,2,149,3,0,1,0,9,1,0
0.88,0.87,4,235,6,0,1,0,4,1,0
0.37,0.48,2,160,3,0,1,0,0,1,0
0.77,0.87,4,150,4,0,1,0,6,1,0
0.91,0.94,5,218,6,0,1,0,6,1,0
0.46,0.51,2,155,3,0,1,0,6,1,0
0.86,0.91,5,265,5,0,1,0,0,1,0
0.87,0.88,5,262,6,0,1,0,7,1,0
0.42,0.46,2,132,3,0,1,0,7,1,0
0.82,0.83,4,245,5,1,1,0,7,1,0
0.46,0.48,2,129,3,0,1,0,7,1,0
0.88,1.0,5,226,6,0,1,0,5,1,0
0.43,0.45,2,140,3,0,1,0,7,1,0
0.37,0.49,2,153,3,0,1,0,2,1,0
0.8,0.95,5,217,5,0,1,0,8,1,0
0.83,0.95,5,258,5,0,1,0,9,1,0
0.39,0.57,2,156,3,0,1,0,4,1,0
0.77,0.92,5,255,5,0,1,0,5,1,0
0.43,0.46,2,129,3,0,1,0,5,1,0
0.79,0.96,4,234,5,0,1,0,5,1,0
0.45,0.49,2,144,3,0,1,0,2,1,0
0.78,0.71,4,296,3,0,1,0,3,1,0
0.38,0.5,2,151,3,1,1,0,3,1,0
0.82,0.82,4,249,5,0,1,0,3,1,0
0.85,0.89,4,221,5,0,1,0,9,1,0
0.45,0.46,2,146,3,0,1,0,9,1,0
0.77,0.89,5,243,5,0,1,0,9,1,0
0.39,0.5,2,127,3,0,1,0,9,1,0
0.91,0.9,4,245,5,0,1,0,9,1,0
0.46,0.45,2,143,3,0,1,0,9,1,0
0.43,0.49,2,135,3,0,1,0,9,1,0
0.36,0.51,2,155,3,0,1,0,8,1,0
0.43,0.56,2,158,3,0,1,0,0,1,0
0.75,0.83,5,262,5,0,1,0,6,1,0
0.38,0.55,2,134,3,0,1,0,0,1,0
0.74,0.97,5,238,5,0,1,0,0,1,0
0.44,0.56,2,127,3,0,1,0,0,1,0
